temp_zero,eda_zero,hr_zero,acc_zero,hrv_zero,dexcom_zero,datapoints_remaining,discarded_percent,percent_of_dataset
18.98589401448723,18.98589401448723,19.02401829965688,18.98589401448723,22.150209683568434,2.36370568051849,1984,24.361418223408315,7.553203639547721
10.097997443544951,10.097997443544951,10.14060502769493,10.097997443544951,11.75969322539412,9.714529186195142,1864,20.579463144439714,7.096356645220238
39.68938740293356,40.55220017256255,39.68938740293356,39.68938740293356,46.54874892148404,0.6902502157031924,1227,47.06643658326143,4.671260516998515
35.32678342588637,35.32678342588637,35.32678342588637,35.32678342588637,42.7595044852627,7.6035882101665955,1206,48.48355403673644,4.591312292991206
6.462715105162524,7.6864244741873815,6.5009560229445515,6.462715105162524,15.105162523900573,2.9063097514340344,2186,16.40535372848948,8.32222941333232
42.30106786083362,43.05890458146745,42.30106786083362,42.30106786083362,48.60489149156045,1.9290389252497417,1452,49.982776438167406,5.527848631362546
52.23782360684511,52.87406757349715,52.23782360684511,52.23782360684511,54.19043440105309,51.601579640193066,1955,57.1083808688021,7.442798949251913
13.766434648105182,13.9984532095901,13.766434648105182,13.766434648105182,19.56689868522815,3.17092034029389,2009,22.312451662799692,7.648380096699281
9.001285897985428,9.129875696528075,9.001285897985428,9.001285897985428,20.445777968281185,1.2001714530647234,1837,21.260180025717958,6.993566071496554
5.132666376685516,5.437146585471944,5.132666376685516,5.132666376685516,19.791213571117876,6.6115702479338845,1695,26.272292301000434,6.452963794875699
23.66517395797451,23.66517395797451,23.734068205304855,23.66517395797451,31.24354116431278,2.1012745435756113,1943,33.06923871856699,7.397114249819165
10.309278350515463,11.967727476467951,10.309278350515463,10.309278350515463,27.341999103541013,2.823845809054236,1550,30.524428507395783,5.900940343396657
46.44083314259556,46.44083314259556,46.44083314259556,46.44083314259556,50.44632639047837,54.72648203250172,1713,60.79194323643855,6.521490844024822
30.246913580246915,30.687830687830687,30.246913580246915,30.246913580246915,38.18342151675485,1.2786596119929452,1380,39.15343915343915,5.253740434766057
86.38541544933972,86.665887577422,86.38541544933972,86.38541544933972,87.01647773752484,80.46044174360173,488,94.29706672899381,1.8578444435984314
57.103448275862064,57.103448275862064,57.103448275862064,57.103448275862064,58.25287356321839,47.67816091954023,1778,59.12643678160919,6.768949632618876
